source,target,tweet_text,tweet_date
@MaxBroni,@malugaspar,Qrem o dinheiro da A Lei Rouanet e Paulo Gustavo isso sim,2022-09-27T23:57:39.000Z
@MaxBroni,@OGloboPolitica,Qrem o dinheiro da A Lei Rouanet e Paulo Gustavo isso sim,2022-09-27T23:57:39.000Z
@DuddaSalvador2,@LulaOficial,"Seu talento artístico é inegável, mas sua ignorância política é totalmente dispensável! “Seje menas”! Aceita q as tetas públicas secaram. O choro é livre, mas esse infinito lamento ilógico e insuportável não resolverá o mimimi dos órfãos da Rouanet. Deixe de militância tosca.",2022-09-11T23:59:30.000Z
@DuddaSalvador2,@danielamercury,"Seu talento artístico é inegável, mas sua ignorância política é totalmente dispensável! “Seje menas”! Aceita q as tetas públicas secaram. O choro é livre, mas esse infinito lamento ilógico e insuportável não resolverá o mimimi dos órfãos da Rouanet. Deixe de militância tosca.",2022-09-11T23:59:30.000Z
@KENJIYMK1,@UOLNoticias,"Mamadores da Rouanet fazendo showzinho ideologico pra playboy que gastam R$ 1.000,00 da mesada do papai. Povo de verdade são esses.",2022-09-11T23:59:00.000Z
@KENJIYMK1,@VEJA,"Mamadores da Rouanet fazendo showzinho ideologico pra playboy que gastam R$ 1.000,00 da mesada do papai. Povo de verdade são esses.",2022-09-11T23:58:50.000Z
@foicram,@renatajbarreto,Nao tem competência para desmamar da rouanet. #BolsonaroNoPrimeiroTurno,2022-08-26T23:59:06.000Z
@foicram,@BolsonaroNoPrimeiroTurno,Nao tem competência para desmamar da rouanet. #BolsonaroNoPrimeiroTurno,2022-08-26T23:59:06.000Z
@CloShinovo,@renatajbarreto,LEI ROUANET!! Dinheiro do povo!,2022-08-26T23:58:52.000Z
@Nandafigsilos,@BolsonaroNoPrimeiroTurno,"Ridículos, estão com abstinência da Lei Rouanet!!! #BolsonaroNoPrimeiroTurno",2022-08-26T23:58:51.000Z
@FortiLinux,@JornalNacional,"Lei Rouanet, come solto! #JornalNacional",2022-08-10T23:59:48.000Z
@jaircardosojc6,@IngridGuimaraes,viúva da lei Rouanet,2022-08-10T23:58:56.000Z
@jaircardosojc6,@Scarlet20842976,viúva da lei Rouanet,2022-08-10T23:58:56.000Z
@homercoloradaco,@UOLNoticias,Órfãos da Rouanet????,2022-08-10T23:58:18.000Z
@homercoloradaco,@caetanoveloso,Órfãos da Rouanet????,2022-08-10T23:58:18.000Z
@oceancamaroes,,"Bebel Gilberto;( A síndrome da Teta Seca)
Pesquisando umas coisitas, descobri que Bebel Gilberto recebeu R$ 1.900.000, em 2021 da lei Rouanet, através de sua Tia, Ana Holanda nessa época Ministra da Cultura, por acaso Ana, é irmã de Chico Buarque, a vida é feita de coincidências.",2022-07-25T23:58:12.000Z
@necasilvan1,,Seria Rouanet o nome dessa linda vaquinha...? Rsrs,2022-07-25T23:55:43.000Z
@Marques20IvoMax,@SidnelsonEu,"Não dá p dizer aqui. Seria ótimo q ela viesse ao Brasil e fosse ao Maraca numa tarde de domingo e q fosse dado microfone a ela p falar as asneiras para o público presente.  Ah! ela essa aí recebeu da Lei Rouanet uma grana alta, quando a tia era ministra da Cultura. Mamata secou.",2022-07-25T23:53:59.000Z
@FELIPEABREU666,@carlinhosbrown,Esta com saudades da rouanet,2022-07-09T23:54:24.000Z
@FELIPEABREU666,@LulaOficial,Esta com saudades da rouanet,2022-07-09T23:54:24.000Z
@FELIPEABREU666,@ajulysantos,Esta com saudades da rouanet,2022-07-09T23:54:24.000Z
@LuizzBastoss,@carlinhosbrown,Obvio ne. Saudades da Lei Rouanet,2022-07-09T23:51:56.000Z
@LuizzBastoss,@LulaOficial,Obvio ne. Saudades da Lei Rouanet,2022-07-09T23:51:56.000Z
@dududoceu,@thigagliasso,mas meu rouanet usa dinheiro privado seu acéfalo,2022-07-09T23:50:56.000Z
@junaojb,@cultura,"A Lei Rouanet é uma vergonha, dinheiro público para artistas que já são milionários.
Lei Aldir Blanc com editais nos municípios, todo mundo tem acesso.

#cultura",2022-06-23T23:58:23.000Z
@RogChess,@paolla,Será? Esse desespero é a sdd da rouanet?,2022-06-23T23:48:11.000Z
@efarsas,@sXKs8iRBLD,"Agora no E-farsas:
O pai do humorista Fábio Porchat foi preso por desviar 1 bilhão da Lei Rouanet?",2022-06-23T23:41:13.000Z
@analuxisto,,Vejam o quê esse fracassado e mamador de Rouanet falou!! ,2022-06-07T22:33:04.000Z
@Ricardo47612738,@JornalOGlobo,"Então pq precisam tanto a lei Rouanet,esses artistas caviar esquerdista",2022-06-07T22:32:07.000Z
@Adilson98042898,@ForaBolsonaroeSuaQuadrilha,"Infelizmente esses policiais, não entende deu que Gustavo Lima, assim como outros sertanejo estão usurpando os cofres públicos, tanto quanto os artistas que usurparam com a lei Rouanet.
#ForaBolsonaroeSuaQuadrilha",2022-06-07T22:29:17.000Z
@Adilson98042898,@flaviocostaf,"Infelizmente esses policiais, não entende deu que Gustavo Lima, assim como outros sertanejo estão usurpando os cofres públicos, tanto quanto os artistas que usurparam com a lei Rouanet.
#ForaBolsonaroeSuaQuadrilha",2022-06-07T22:29:17.000Z
@Adilson98042898,@pmmg190,"Infelizmente esses policiais, não entende deu que Gustavo Lima, assim como outros sertanejo estão usurpando os cofres públicos, tanto quanto os artistas que usurparam com a lei Rouanet.
#ForaBolsonaroeSuaQuadrilha",2022-06-07T22:29:17.000Z
@entendedor,@OeE7pmV63M,"Crime de fraude na Lei Rouanet prevalece sobre estelionato, diz STJ http://dlvr.it/SRnlp0",2022-06-07T22:28:36.000Z
@vitopreto,,O nove bode expiatório é o Cabeção agora? E depois? Vão usar a Vagabanda contra a lei Rouanet??,2022-06-07T22:28:32.000Z
@MECZ24,,"Se você é contra shows pagos pela prefeitura, você deve também ser contra a lei rouanet. Não pode ser a favor de apenas um.",2022-06-07T22:23:33.000Z
@Fabrcio34274499,@mfriasoficial,Tem lei Rouanet não. Tem dinheiro de prefeitura que falar tudo. Vai devolver o dinheiro das diárias quando?,2022-06-07T22:20:52.000Z
@alvaropadupe,,"Chuuupa ESQUERDOPATA mamadora da lei Rouanet. 

.",2022-06-07T22:19:33.000Z
@AnajarinoJunior,@dLqvdTr530,"Crime de fraude na Lei Rouanet prevalece sobre estelionato, diz STJ http://dlvr.it/SRnkFh",2022-06-07T22:15:07.000Z
@rodriguespm06,@heldermaldonado,Tá igual os sertanejos que criticam a Rouanet mas fazem a limpa com os conchavos junto das prefeituras pequenas.,2022-06-07T22:11:43.000Z
@rodriguespm06,@Barreto269,Tá igual os sertanejos que criticam a Rouanet mas fazem a limpa com os conchavos junto das prefeituras pequenas.,2022-06-07T22:11:43.000Z
@marcostarini,@Anitta,"""Todos os artistas recebem Rouanet""... pelo jeito você só ouviu falar o nome e nem sabe do que se trata. Leu no whatsapp, foi?",2022-06-07T22:11:19.000Z
@marcostarini,@reinaldoazevedo,"""Todos os artistas recebem Rouanet""... pelo jeito você só ouviu falar o nome e nem sabe do que se trata. Leu no whatsapp, foi?",2022-06-07T22:11:19.000Z
@marcostarini,@filosofandonada,"""Todos os artistas recebem Rouanet""... pelo jeito você só ouviu falar o nome e nem sabe do que se trata. Leu no whatsapp, foi?",2022-06-07T22:11:19.000Z
@caio_rosen,@sylascano,tem como colocar aqui alguma fonte de utilização da lei Rouanet em algum show da Anitta por favor?,2022-06-07T22:09:51.000Z
@caio_rosen,@VilmarF56345522,tem como colocar aqui alguma fonte de utilização da lei Rouanet em algum show da Anitta por favor?,2022-06-07T22:09:51.000Z
@Estadao,@EstadaoCultura,"Com travas na Lei Rouanet, Festival de Campos de Jordão será realizado sem patrocínio (via 
@EstadaoCultura
) https://bit.ly/3mjA3fz",2022-06-07T22:00:01.000Z
@Estadao,@4DOhVcGGz2,"Com travas na Lei Rouanet, Festival de Campos de Jordão será realizado sem patrocínio (via 
@EstadaoCultura
) https://bit.ly/3mjA3fz",2022-06-07T22:00:01.000Z
@Baiantifascista,@LulaOficial,"Mais um cantor bolsonarista, fala da lei Rouanet agora cambada? Todos se deram muito mal com essa. Bem feito, para bolsonarento tem que ser assim, ninguém apoia esse governo de graça. E vai ser 
@LulaOficial
 no primeiro turno.
#LulaNoPrimeiroTurno",2022-06-07T21:59:24.000Z
@Baiantifascista,@folha,"Mais um cantor bolsonarista, fala da lei Rouanet agora cambada? Todos se deram muito mal com essa. Bem feito, para bolsonarento tem que ser assim, ninguém apoia esse governo de graça. E vai ser 
@LulaOficial
 no primeiro turno.
#LulaNoPrimeiroTurno",2022-06-07T21:59:24.000Z
@Baiantifascista,@LulaNoPrimeiroTurno,"Mais um cantor bolsonarista, fala da lei Rouanet agora cambada? Todos se deram muito mal com essa. Bem feito, para bolsonarento tem que ser assim, ninguém apoia esse governo de graça. E vai ser 
@LulaOficial
 no primeiro turno.
#LulaNoPrimeiroTurno",2022-06-07T21:59:24.000Z
@BarbaLourenco,@folha,"Agora descobrimos por que o cidadão de bem detesta a lei Rouanet. Tem de apresentar projeto, tem teto e tem de prestar contas. O esquema com prefeituras é muuuuuuuito mais negócio (aquilo é que é mamata da boa)",2022-06-07T21:50:58.000Z
@BarbaLourenco,@LenioStreck,"Agora descobrimos por que o cidadão de bem detesta a lei Rouanet. Tem de apresentar projeto, tem teto e tem de prestar contas. O esquema com prefeituras é muuuuuuuito mais negócio (aquilo é que é mamata da boa)",2022-06-07T21:50:41.000Z
@LuizEduArenare,,"UÉ...CADÊ OS DOCUMENTOS E CONTRATOS, ASSIM COMO SE TEM DA TURMINHA DA LEI ROUANET...?? LACRAR SEM PROVAS É PISAR EM AREIA MOVEDIÇA. SÓ PORQUE O RAPAZ FALOU BEM DO PRESIDENTE?? AH DEIXEM DE SER INFANTIS ANTAGONISMO E CRUZÉ!! kkkkk",2022-06-07T21:50:39.000Z
@BarbaLourenco,@JornalOGlobo,"Agora descobrimos por que o cidadão de bem detesta a lei Rouanet. Tem de apresentar projeto, tem teto e tem de prestar contas. O esquema com prefeituras é muuuuuuuito mais negócio (aquilo é que é mamata da boa)",2022-06-07T21:50:23.000Z
@jcd_lucas,,Como tem gente burra. Lei Rouanet é buscar dinheiro de empresa privada. Gustavo Lima vive de show de prefeitura sem licitação. Gente burra defende isto.,2022-05-22T22:57:10.000Z
@Sou2022C,,Sem Rouanet.,2022-05-22T22:54:16.000Z
@Gabriel75182291,@heldersalomao,Tá passando fome vendendo ingresso a 5 e 10 reais revoltada pq não tá podendo mamar na teta da lei Rouanet mais  ,2022-05-22T22:53:35.000Z
@MauriTourino,@cardfinanceiro,Brincadeirinha: ouvindo pseudo contador murmurando frases idiotas devo concluir que a Rouanet estava ajudando muita merda a viver com dinheiro público .,2022-05-22T22:51:08.000Z
@tropaguerrafogo,@heldersalomao,"Essa moça não era a campeã em cifra recebida da lei Rouanet? Assim, não querendo sugerir que uma coisa tenha a ver com outra, longe de mim",2022-05-22T22:49:10.000Z
@YansenLaura,@leokbelo13,"Porque apesar de só falarem na tal.lei Rouanet, eles só mamam nas tetas do dinheiro público, com shows em cidades, exposições agropecuárias",2022-05-22T22:47:09.000Z
@LALH2525,@heldersalomao,Outra viúva da rouanet,2022-05-22T22:46:45.000Z
@sbarrossFla,@brunogarci,"Mais um sofrendo da ab$tinência da mamatinha da Rouanet....
Ator decadente.",2022-05-22T22:44:34.000Z
@zbacteria,@1poZGZpOOU,"Nesse link dá pra saber o tamanho da mamata do Gustavo Lima.. E ele nem precisa da Lei Rouanet..
https://google.com/search?q=contrato+gustavo+lima+prefeitura&oq=contrato+gustavo+lima+prefeitura&aqs=chrome..69i57j33i160.8352j0j4&sourceid=chrome&ie=UTF-8…",2022-05-22T22:41:29.000Z
@1964md,@nildodornelas,E sem lei Rouanet.,2022-05-22T22:38:16.000Z
@Cristia34988702,@veramagalhaes,Só esquerdista rouanet que são convidados,2022-05-22T22:36:55.000Z
@Cristia34988702,@rodaviva,Só esquerdista rouanet que são convidados,2022-05-22T22:36:55.000Z
@zbacteria,@u7Exsb9LqK,"Site Transparência de Campos Gerais - MG fora do ar.. É por isso que Gustavo Lima não usa Lei Rouanet.. Ele só precisa das prefeituras e dos cornos que ouvem as músicas dele.
http://transparencia.camposgerais.mg.gov.br/site/fotosempresa/77/reserva/2020-07-06-13-31-186060CONTRATO-56-2020.pdf…",2022-05-22T22:36:04.000Z
@JoaoNorbertoG1,@sarrafocapoeira,"uns 150,00 + impostos da Rouanet",2022-05-22T22:32:09.000Z
@JoaoNorbertoG1,@heldersalomao,"uns 150,00 + impostos da Rouanet",2022-05-22T22:32:09.000Z
@Omarfcoelho1977,@heldersalomao,Tá sentindo falta da lei Rouanet né minha filha,2022-05-22T22:30:50.000Z
@EdnaCurtolo,@YouTube,"Se a política é “a ARTE do possível”, as ""VIÚVAS da ROUANET"" irão aceita... https://youtu.be/Lh0YIcBc4u8 via 
@YouTube",2022-05-22T22:28:03.000Z
@EdnaCurtolo,@1qpW2vk1vN,"Se a política é “a ARTE do possível”, as ""VIÚVAS da ROUANET"" irão aceita... https://youtu.be/Lh0YIcBc4u8 via 
@YouTube",2022-05-22T22:28:03.000Z
@Gabrievin,,Caralho q gae sem noção,2022-05-22T22:25:57.000Z
@TiagoDants,@PedroRonchi2,quem quer Rouanet é anti bolsonaro..,2022-05-22T22:25:24.000Z
@TiagoDants,@folha,quem quer Rouanet é anti bolsonaro..,2022-05-22T22:25:24.000Z
@j_goffredo,@davidmirandario,"Aliás, quer uma sugestão curiosa para a Lei Rouanet? Não sei se poderá ajudar nisso. Eu não sei se a Lei Rouanet permite doação de pessoas físicas. Mas imagine o Ministério da Cultura (Quando voltar a existir.) organizar doações ao estilo de crowdfunding para projetos aprovados.",2022-05-22T22:07:51.000Z
@cleiton_d7,,"São Paulo 
Guarulhos 
Desemprego 
Rouanet da lacrosfera 
Fome
Paulista 
Caixa 
Unicamp 
Liberdade  
Jornal Nacional 
Lula 
Absurdo  
Corinthians",2022-05-06T23:56:59.000Z
@edomfilho,@EstadaoPolitica,"Vergonhoso! Quer dizer que mentiu que não estava recebendo $$$ para estar ali e sim por ideologia. Esses pangarés, chamados artistas falidos, mamaram do nosso dinheiro por muitos anos! Que nunca mais volte essa lei Rouanet .",2022-05-06T23:54:54.000Z
@edomfilho,@Estadao,"Vergonhoso! Quer dizer que mentiu que não estava recebendo $$$ para estar ali e sim por ideologia. Esses pangarés, chamados artistas falidos, mamaram do nosso dinheiro por muitos anos! Que nunca mais volte essa lei Rouanet .",2022-05-06T23:54:54.000Z
@Estadao,@RSwJ71U8g3,"Publicação tira de contexto declarações de Djavan para atacar a Lei Rouanet (via 
@estadaoverifica
) https://bit.ly/3Fms5uC",2022-05-06T23:50:00.000Z
@Estadao,@estadaoverifica,"Publicação tira de contexto declarações de Djavan para atacar a Lei Rouanet (via 
@estadaoverifica
) https://bit.ly/3Fms5uC",2022-05-06T23:50:00.000Z
@SoniaRe93042829,@andreporci,Tremenda idiota secou a teta da lei Rouanet ficou variada ou burra ou dormiu por 12 anos em sono profundo,2022-05-06T23:38:25.000Z
@marceloaruja,@joicehasselmann,"Mudou de opinião não é mesmo???? Sempre criticou a lei Rouanet, quando estava na aba do nosso mito…",2022-05-06T23:24:03.000Z
@Cgugli19,@TerraBrasilnot,"Abriu mão coisa nenhuma, a prefeitura de São Paulo, que pressionada pela população paulistana suspendeu o pagamento, a mamadora da lei Rouanet, jamais abriria mão de 1 centavo que fosse.",2022-05-06T23:23:42.000Z
@CaldeiraFcc,,Hummmmm esta depre? Acabou a lei Rouanet...kkkkkk,2022-05-06T23:19:46.000Z
@GeorgeW92169508,@folha,"Checamos:
É Fake News que o ""ex-chefe da Lei Rouanet falou que Anitta só sabe balançar a bunda.""
Identificamos que na verdade além de balançar a bunda ela constantemente faz comentários sobre assuntos dos quais ela não tem a menor noção e ainda apoia um gangster para presidente!",2022-05-06T23:18:27.000Z
@Anapcurvello,,A ficha está caindo agora???? Mamadores da Lei Rouanet! Agora o povo sabe quem sustentava todo o luxo! Seus idiota hipócritas!,2022-05-06T23:16:58.000Z
@JooFonse7,@filipebarrost,A queridinha do LULADRÃO. Por causa da LEI ROUANET. Essa já derreteu e não sabe,2022-05-06T23:15:54.000Z
@RafaelC64024362,@EstadaoPolitica,"Esta atitude dela já mostrou como era antes. Nada  nunca foi de graça, a Rouanet bancou muitos cantores que não precisavam, e realmente quem precisava não recebeu um real. Por isso a revolta deles. Eles querem a divisão da riqueza, mas não mexe no dinheiro deles, só dos outros",2022-05-06T23:14:23.000Z
@RafaelC64024362,@Estadao,"Esta atitude dela já mostrou como era antes. Nada  nunca foi de graça, a Rouanet bancou muitos cantores que não precisavam, e realmente quem precisava não recebeu um real. Por isso a revolta deles. Eles querem a divisão da riqueza, mas não mexe no dinheiro deles, só dos outros",2022-05-06T23:14:23.000Z
@paulomelke,@marcelvanhattem,"ZFM é como artista famoso que só sobrevive com lei Rouanet! Nunca vi nem ouvi fazerem uma lei de incentivo para pedreiro, carpinteiro, médico, engenheiro….",2022-05-06T23:07:55.000Z
@paulomelke,@heliofabioreis,"ZFM é como artista famoso que só sobrevive com lei Rouanet! Nunca vi nem ouvi fazerem uma lei de incentivo para pedreiro, carpinteiro, médico, engenheiro….",2022-05-06T23:07:55.000Z
@lusgustavoborg1,@Vinheteiro,Nunca vi um bom artista chorar por lei rouanet,2022-05-06T23:07:49.000Z
@TCuchinski,@andreporci,O que essa gente precisa é criar vergonha na cara nojenta deles e ir trabalhar por que só querem lei Rouanet,2022-05-06T23:04:56.000Z
@Sutilecirurgico,@pauloemanuelm,"Pessoal q defende Rouanet são os primeiros a não irem. Pq não fazem um pix direto na conta do artista, tipo 20% do salário, e sejam felizes. Impor aos outros não dá",2022-05-06T23:01:18.000Z
@Sutilecirurgico,@monicabergamo,"Pessoal q defende Rouanet são os primeiros a não irem. Pq não fazem um pix direto na conta do artista, tipo 20% do salário, e sejam felizes. Impor aos outros não dá",2022-05-06T23:01:18.000Z
@Sutilecirurgico,@andreporci,"Pessoal q defende Rouanet são os primeiros a não irem. Pq não fazem um pix direto na conta do artista, tipo 20% do salário, e sejam felizes. Impor aos outros não dá",2022-05-06T23:01:18.000Z
@ricklucas31,@andreporci,Que privilégio???  Vai ler a lei rouanet...e ve os Balanços e o caixa da Globo no Governo do Bozo!!!!,2022-05-06T23:00:15.000Z
@luvmxdicine,@savejoui,"aí amiga hoje eu tô besta

e de verdade, não consigo tankar o  lei Rouanet card",2022-05-06T22:57:09.000Z
@ben_hurmorais,@TaurusArmas,"Então a TAUROS vai usar nosso dinheiro publico que esta na lei Rouanet para criar livro sobre ARMAS ?????

Porque não paga do seu próprio BOLSO ???

 Heim  
@TaurusArmas
 - ??????

Governo Bolsonaro aprova uso da Rouanet para livro sobre história das armas 

https://www1.folha.uol.com.br/ilustrada/2022/04/governo-bolsonaro-aprova-uso-da-rouanet-para-livro-sobre-historia-das-armas.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw…",2022-04-20T23:52:42.000Z
@ben_hurmorais,@U63vfDyPHB,"Então a TAUROS vai usar nosso dinheiro publico que esta na lei Rouanet para criar livro sobre ARMAS ?????

Porque não paga do seu próprio BOLSO ???

 Heim  
@TaurusArmas
 - ??????

Governo Bolsonaro aprova uso da Rouanet para livro sobre história das armas 

https://www1.folha.uol.com.br/ilustrada/2022/04/governo-bolsonaro-aprova-uso-da-rouanet-para-livro-sobre-historia-das-armas.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw…",2022-04-20T23:52:42.000Z
@Rosalia_Francoo,@LucildaSobral,"Ela está nas catacumbas porque quer. Nós brasileiros que não vivemos de rouanet, vamos bem!Obrigada!",2022-04-20T23:52:03.000Z
@GloriaPrioli,@znX94DVVor,"Governo Bolsonaro aprovou uso de recursos da Lei Rouanet para livro sobre 'história das armas no Brasil' | Política | G1 ( Para esse desgoverno , Lei Rouanet é cultura das. Armas ) https://g1.globo.com/politica/noticia/2022/04/20/governo-bolsonaro-aprovou-uso-de-recursos-da-lei-rouanet-para-livro-sobre-historia-das-armas-no-brasil.ghtml…",2022-04-20T23:50:56.000Z
@XistF,@danielamercury,Acabou a mamata da Rouanet,2022-04-04T23:59:21.000Z
@Palermo61133399,@danielamercury,Ameaçado por uma rouanet pra vc em 2023?,2022-04-04T23:57:27.000Z
@GutoGes,@erikakokay,"Mamata dos sindicatos? 
Mamata do MST ? 
Mamata da Rouanet? 
Mamata do BNDES? 
Mamata da Petrobras? 
Mamata da CEF ? 
Mamata dos Correios? 
Mamata do mensalão? 
Mamata das ONGs ? 
Mamata das comitivas milionárias e hotéis luxuosos? 
Mamata de empreiteiras? 

Vaza, corruPTo",2022-04-04T23:53:26.000Z
@jeef7781,@roxmo,Não mamou na lei Rouanet,2022-03-19T23:11:41.000Z
@CLAUDIO_FOUND,@DaniloGentili,"Pobrezinho, uma vítima injustiçada.  Cara que debocha da desgraça dos desafetos agora quer se vitimizar. No entanto, que continue teu filme bosta com lei Rouanet, mas sem a violência moral daquelas cenas.",2022-03-19T23:09:59.000Z
@carrijhonson,,"desde 2017 qualquer mensão a lei rouanet me faz rir e falar em voz alta ""HA lei rouanet""",2022-03-19T23:00:07.000Z
@LuizDamas5,@zeliaduncan,"Você vive num monasterio à base de pão e água?
Nunca se beneficiou do monte de dinheiro da rouanet? 
Nunca foi para praia, Viajou, passeou  entre outras coisas que a sua carreira lhes deu?
Não tem capacidade para enxergar as coisas boas que estão ocorrendo pelo Brasil?
Hipócrita",2022-03-03T23:54:57.000Z
@olivei01,@danielamercury,"Aí a Daniela ingressou na Rouanet, não quiz mais nada.",2022-03-03T23:54:41.000Z
@olivei01,@mbrasilfotos,"Aí a Daniela ingressou na Rouanet, não quiz mais nada.",2022-03-03T23:54:41.000Z
@FreitasGai,@BolsonaroAte2026,"Ah então 
@caetanoveloso
 eu busquei e só reafirmou eu 22 vou de #BolsonaroAte2026 .
Pois esse país nunca teve tanto investimentos como hoje. Roubalheira do PT acabou temos até condições de buscar Patriotas na Ucrânia. Acabou com mamatas de vagabundos dependentes da lei rouanet",2022-03-03T23:48:21.000Z
@FreitasGai,@caetanoveloso,"Ah então 
@caetanoveloso
 eu busquei e só reafirmou eu 22 vou de #BolsonaroAte2026 .
Pois esse país nunca teve tanto investimentos como hoje. Roubalheira do PT acabou temos até condições de buscar Patriotas na Ucrânia. Acabou com mamatas de vagabundos dependentes da lei rouanet",2022-03-03T23:48:21.000Z
@ricardota1000,@caetanoveloso,"Apoiado, tem q acabar com a mamata desse povinho 
@ivetesangalo
 @caetanoveloso
  vcs sugaram o Brasil através da Rouanet, se fossem íntegros devolveriam esse dinheiro, vcs não valem 1% do q receberam.",2022-02-15T23:59:19.000Z
@ricardota1000,@ivetesangalo,"Apoiado, tem q acabar com a mamata desse povinho 
@ivetesangalo
 @caetanoveloso
  vcs sugaram o Brasil através da Rouanet, se fossem íntegros devolveriam esse dinheiro, vcs não valem 1% do q receberam.",2022-02-15T23:59:19.000Z
@ricardota1000,@bcofertas,"Apoiado, tem q acabar com a mamata desse povinho 
@ivetesangalo
 @caetanoveloso
  vcs sugaram o Brasil através da Rouanet, se fossem íntegros devolveriam esse dinheiro, vcs não valem 1% do q receberam.",2022-02-15T23:59:19.000Z
@kbarbosilva,@LeiPauloGustavoNAO,"PAREM DE SEGUIR A ESQUERDA CRIMINOSA E MENTIROSA.

O PAGADOR DE IMPOSTOS DIZ NÃO!

#LeiPauloGustavoNAO!
Não a volta da mamata!

Para os artistas já existe a Lei Rouanet!

Vamos demitir todos que apoiarem as ideias e projetos antidemocráticos da esquerda!
#LeiPauloGustavoNAO!",2022-02-15T23:57:34.000Z
@kbarbosilva,@camaradeputados,"PAREM DE SEGUIR A ESQUERDA CRIMINOSA E MENTIROSA.

O PAGADOR DE IMPOSTOS DIZ NÃO!

#LeiPauloGustavoNAO!
Não a volta da mamata!

Para os artistas já existe a Lei Rouanet!

Vamos demitir todos que apoiarem as ideias e projetos antidemocráticos da esquerda!
#LeiPauloGustavoNAO!",2022-02-15T23:57:34.000Z
@CostaFilhoAdv,@samuelrosa,"@samuelrosa
 Figura decadente. Saudades da Rouanet?",2022-02-15T23:45:37.000Z
@abm_alexandre,@nando_reis,"Então vc não deveria se colocar junto com tantos que não tem uma carreira talentosa e de sucesso como vc.
Se pra vc a Lei Rouanet não fez falta, como acho que não mesmo, vc é um bom artista, não deveria estar engrossando o coro dos artistas ruins que sucumbiram sem essa mãozinha.",2022-01-27T21:44:52.000Z
@Splash_UOL,@E2WQIaMdyR,Justiça nega veto de Frias a passaporte vacinal em projetos da Lei Rouanet https://zpr.io/KvVVmSHct5CP,2022-01-27T21:38:56.000Z
@JooPauloAbdala1,@nando_reis,Acabou a mamata da Rouanet amigo! Agora vao ter que trabalhar sim. #BolsonaroAte2026 ,2022-01-27T21:36:51.000Z
@JooPauloAbdala1,@BolsonaroAte2026,Acabou a mamata da Rouanet amigo! Agora vao ter que trabalhar sim. #BolsonaroAte2026 ,2022-01-27T21:36:51.000Z
@MancuzoFilomena,@cecKWmuja1,"E agora em Srs. Mario Frias e  Andre Porciuncula?? Quem é quem esta mamando nas tetas da rouanet?? https://terra.com.br/diversao/arte-e-cultura/jornal-denuncia-mamata-da-secretaria-de-cultura,f305a929598fe3532903bb0c3a7d7fa0c0c6v75x.html…",2022-01-27T21:36:33.000Z
@Gabrievin,@greysonlol5,Seu cu,2022-01-27T21:30:58.000Z
@JMustaval,@Esteticista50,"Tolinho ... Somos só 75 milhões com ele ... Mas os ex ""teteiros"" da Lei Rouanet como vc, ele não tem mesmo... Hehehe",2022-01-27T21:30:48.000Z
@A_lenda_do_rei,,"Chico Buarque diz que não cantará mais, (Com açúcar Com afeto)... Ainda bem, musica ruim, cantor ainda pior! O melhor para nós todos deveria ser para de Cantar!!! Acabou o açúcar e o afeto  da lei protegedora de comunistas, LEI ROUANET!!!",2022-01-27T21:30:34.000Z
@patsuburbana,@jairmearrependi,"@jairmearrependi
 merecia financiamento da Rouanet. Entrega as melhores obras de arte.",2022-01-27T21:30:33.000Z
@RangelIvaldo,@mTKn084Pz8,"Assista a ""Os 10 projetos mais BIZARROS aprovados pela Lei Rouanet"" no YouTube https://youtu.be/zKd4XbAR6I4",2022-01-27T21:26:42.000Z
@JornalOGlobo,@3HCY3lX9MG,Justiça derruba recurso da Secretaira da Cultura que buscava proibir passaporte da vacina em projetos da Rouanet https://glo.bo/34dEqTE,2022-01-27T21:26:02.000Z
@JornalOGlobo,@h7oHjhLXJs,Justiça derruba recurso que proibia passaporte da vacina na Lei Rouanet https://glo.bo/3r52elo,2022-01-27T21:20:33.000Z
@Rouanetchristo1,@TPMP,Voilà la grognasse qui ouvre sa tronche ,2022-01-27T21:19:54.000Z
@Rouanetchristo1,@ZemmourEric,Voilà la grognasse qui ouvre sa tronche ,2022-01-27T21:19:54.000Z
@Rouanetchristo1,@JLMelenchon,Voilà la grognasse qui ouvre sa tronche ,2022-01-27T21:19:54.000Z
@GomezzChico,," Que louca. Acabou a Lei Rouanet, acabou a graça  Triste fim!!",2022-01-27T21:09:38.000Z
@Mariado97734767,@893DGcIVm4,"Zé de Abreu responde Bolsonaro: ""enfia a Rouanet no rabo entupido de camarão""
https://newsbreak.com.br/n/A_02KUT0ds?s=a6&share_destination_id=MzQzMjI1LTE2NDIxNjQ5ODE0MjI=&pd=001RHtK7&hl=pt_BR…",2022-01-14T23:56:40.000Z
@Francisco_SPBR,@TomCastilhano1,"Fim da mamata Rouanet fazendo artistas apelaram para fonte de renda alternativa, com bastante privilégios também, diga-se de passagem.",2022-01-14T23:56:25.000Z
@pesquisar_ajuda,,"Disse besteira, estranho artistas verem com quem está a maioria e ainda assim lacram. 
A impressão que passam é que sem a verba da lei Rouanet não conseguem viver. https://x.com/_SilviaHammes//_SilviaHammes/status/1481820474757812228…",2022-01-14T23:56:17.000Z
